,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,time_stamp
1,1027,Ethereum,ETH,ethereum,10467,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,120707167.23569468,120707167.23569468,True,,2,,,,2025-08-24T09:48:00.000Z,4782.396457629114,28097286613.377758,-65.3066,0.17051026,1.16292219,5.49985827,29.39686875,97.65086788,86.6413074,577269528998.4313,14.4954,577269528998.43,,2025-08-24T09:48:00.000Z,,,,,,2025-08-24 15:20:19.243169
2,52,XRP,XRP,xrp,1681,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",100000000000.0,59482264023.0,99985819185.0,False,,3,,,,2025-08-24T09:49:00.000Z,3.0310851857989274,3527925880.141797,-66.9964,-0.12275014,-0.3874997,-2.94750232,-2.52340854,38.92259364,29.37196605,180295809297.8958,4.5273,303108518579.89,,2025-08-24T09:49:00.000Z,,,,,,2025-08-24 15:20:19.243169
3,825,Tether USDt,USDT,tether,142530,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'zedxion-smart-chain-ecosystem']",,167150540381.15668,169734252949.74066,True,,4,,,,2025-08-24T09:48:00.000Z,0.9996444948529732,91078153748.7666,-52.5157,0.0011765,0.00781093,-0.09044143,-0.06172646,-0.06145955,-0.06185679,167091117503.72287,4.1957,169673911549.19,,2025-08-24T09:48:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-08-24 15:20:19.243169
4,1839,BNB,BNB,bnb,2679,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing']",,139287368.04,139287368.04,False,,5,,,,2025-08-24T09:48:00.000Z,869.498275404611,2280759043.9533424,-38.3146,0.13882478,-2.8533822,0.85355213,13.15733384,35.20179136,29.20868513,121110126296.42732,3.0411,121110126296.43,,2025-08-24T09:48:00.000Z,,,,,,2025-08-24 15:20:19.243169
5,5426,Solana,SOL,solana,974,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,540438192.713994,608188449.0759488,True,,6,525236893.3,109461565577.31784,,2025-08-24T09:48:00.000Z,208.4041829003748,6829106530.137894,-49.6529,0.30769863,2.15396814,8.56525584,16.17304083,43.22371703,17.6947734,112629579960.71521,2.8282,126749016779.12,,2025-08-24T09:48:00.000Z,,,,,,2025-08-24 15:20:19.243169
6,3408,USDC,USDC,usd-coin,30789,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem']",,67538626463.2894,67538626463.2894,False,,7,60901219650.23,60892344095.76844,,2025-08-24T09:48:00.000Z,0.9998542631081522,9606285103.735756,-60.7798,-0.00344624,0.0098261,-0.01391253,-0.01998955,0.00742493,0.01865009,67528783593.78896,1.6957,67528783593.79,,2025-08-24T09:48:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-08-24 15:20:19.243169
7,74,Dogecoin,DOGE,dogecoin,1276,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,150649126383.70526,150649126383.70526,True,,8,,,,2025-08-24T09:48:00.000Z,0.2322205493772798,1646675359.9882252,-69.9822,0.00756435,-2.47127752,-0.34796159,1.4159426,40.53953663,2.47337466,34983822892.03129,0.8785,34983822892.03,,2025-08-24T09:48:00.000Z,,,,,,2025-08-24 15:20:19.243169
8,1958,TRON,TRX,tron,1216,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,94668937866.45955,94668940509.51117,True,,9,71659659264.0,26219126570.885773,,2025-08-24T09:49:00.000Z,0.3658840530387171,759415618.4827064,-54.6532,0.03379782,1.35345002,4.04796114,15.84249948,34.11890019,34.30634549,34637854683.4507,0.8698,34637855650.5,,2025-08-24T09:49:00.000Z,,,,,,2025-08-24 15:20:19.243169
9,2010,Cardano,ADA,cardano,1567,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",45000000000.0,35724891762.85982,44994674679.3984,False,,10,37997904336.0,34302895048.183258,,2025-08-24T09:48:00.000Z,0.9027575506495495,1033559498.0694509,-68.2833,-0.19827672,-1.70637339,-5.76730689,13.04125747,56.69346675,17.85094102,32250915785.059597,0.8098,40624089779.23,,2025-08-24T09:48:00.000Z,,,,,,2025-08-24 15:20:19.243169
10,1975,Chainlink,LINK,chainlink,2069,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'interoperability', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cross-chain', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets-protocols', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'robotics']",1000000000.0,678099970.4527867,1000000000.0,False,,11,,,,2025-08-24T09:49:00.000Z,25.477060707204238,1187874494.2870636,-65.6295,-0.7506655,-0.75432978,3.52566152,42.52886838,91.40134931,61.13823985,17275994112.779045,0.4338,25477060707.2,,2025-08-24T09:49:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-08-24 15:20:19.243169
11,32196,Hyperliquid,HYPE,hyperliquid,135,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing']",1000000000.0,333928180.0,999993930.0,False,,12,333931719.0,14760894007.076328,,2025-08-24T09:49:00.000Z,44.20333010376989,140224558.2464804,-59.5124,0.56941188,1.43667127,-7.04822722,3.81199043,16.75955414,17.06812094,14760737571.49109,0.3706,44203330103.77,,2025-08-24T09:49:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-08-24 15:20:19.243169
12,20947,Sui,SUI,sui,749,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",10000000000.0,3511924479.5699987,10000000000.0,False,,13,3511924479.57,12956596262.649729,,2025-08-24T09:49:00.000Z,3.6893151712180705,788332486.0792767,-66.5913,0.29781158,-1.43602421,-3.32429294,-0.24743712,32.89027963,2.60803227,12956596262.649723,0.3253,36893151712.18,,2025-08-24T09:49:00.000Z,,,,,,2025-08-24 15:20:19.243169
13,512,Stellar,XLM,stellar,741,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'defi', 'smart-contracts', 'hashkey-capital-portfolio', 'real-world-assets-protocols', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",50001806812.0,31351104143.136314,50001786889.0645,False,,14,31531408660.0,12896415579.136908,,2025-08-24T09:49:00.000Z,0.40900220215968325,192977166.7871351,-65.6974,-0.00605482,-1.05336333,-4.99436323,-2.42704272,68.00023621,41.94816777,12822670634.680323,0.322,20450849098.07,,2025-08-24T09:49:00.000Z,,,,,,2025-08-24 15:20:19.243169
14,29470,Ethena USDe,USDe,ethena-usde,199,2024-02-20T11:05:01.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-labs-portfolio', 'dragonfly-capital-portfolio', 'usd-stablecoin', 'eigenlayer-ecosystem', 'binance-ecosystem']",,12044545784.444096,12044545784.444096,True,,15,,,,2025-08-24T09:49:00.000Z,1.0003194448458363,193441796.77526864,-53.6676,0.01215769,-0.00849081,-0.08390981,-0.06474782,0.01513413,-0.02685535,12048393352.515377,0.3025,12048393352.52,,2025-08-24T09:49:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4c9edd5852cd905f086c759e8383e09bff1e68b3,2025-08-24 15:20:19.243169
